Year,Link,Table Title,Category,Rank,Player,Country,MATCH RECORD,Prize,Team Link,Pokémon 1,Pokémon 2,Pokémon 3,Pokémon 4,Pokémon 5,Pokémon 6,Forms 1,Forms 2,Forms 3,Forms 4,Forms 5,Forms 6
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 1,Junior/Senior,4,Yuma Suzuki 🇯🇵,,5-1,,,Calyrex,Groudon,Incineroar,Venusaur,Porygon2,Regieleki,Calyrex Ice,Groudon,Incineroar,Venusaur,Porygon 2,Regieleki
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 1,Junior/Senior,5,Aurélien Soula 🇫🇷,,5-1,,,Zacian,Groudon,Incineroar,Charizard,Gastrodon,Grimmsnarl,Zacian,Groudon,Incineroar,Charizard,Gastrodon East,grimmsnarl
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 1,Junior/Senior,6,Hayato Hasegawa 🇯🇵,,4-2,,,Zacian,Calyrex,Incineroar,Landorus,Thundurus,Regieleki,Zacian,Calyrex Shadow,Incineroar,Landorus,Thundurus,Regieleki
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 1,Junior/Senior,7,Thomas Dowling 🇮🇪,,4-2,,,Zacian,Kyogre,Whimsicott,Charizard,Amoonguss,Thundurus,Zacian,Kyogre,Whimsicott,Charizard,Amoonguss,Thundurus
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 1,Junior/Senior,8,Ryosei Ishikawa 🇯🇵,,4-2,,,Zacian,Kyogre,Landorus,Amoonguss,Regieleki,Grimmsnarl,Zacian,Kyogre,Landorus,Amoonguss,Regieleki,grimmsnarl
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 2,Masters,1,Eduardo Cunha 🇵🇹,,7-0,,,Zacian,Calyrex,Incineroar,Gastrodon,Rillaboom,Thundurus,Zacian,Calyrex Shadow,Incineroar,Gastrodon East,rillaboom,Thundurus
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 2,Masters,2,Guillermo Castilla 🇪🇸,,6-1,,,Groudon,Lunala,Incineroar,Charizard,Grimmsnarl,Regieleki,Groudon,Lunala,Incineroar,Charizard,grimmsnarl,Regieleki
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 2,Masters,3,James Baek 🇺🇸,,6-1,,,Zacian,Kyogre,Incineroar,Rillaboom,Indeedee,Tornadus,Zacian,Kyogre,Incineroar,rillaboom,Indeedee,Tornadus
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 2,Masters,4,Paul Chua 🇺🇸,,5-2,,,Calyrex,Palkia,Incineroar,Amoonguss,Porygon2,Regieleki,Calyrex Ice,Palkia,Incineroar,Amoonguss,Porygon 2,Regieleki
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 2,Masters,5,Calvin Foster 🇬🇧,,5-2,,,Zacian,Calyrex,Incineroar,Gastrodon,Whimsicott,Thundurus,Zacian,Calyrex Shadow,Incineroar,Gastrodon East,Whimsicott,Thundurus
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 2,Masters,6,Meaghan Rattle 🇦🇺,,5-2,,,Zacian,Kyogre,Celesteela,Grimmsnarl,Landorus,Thundurus,Zacian,Kyogre,Celesteela,grimmsnarl,Landorus,Thundurus
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/,Table 2,Masters,7,Davide Carrer 🇮🇹,,5-2,,,Zacian,Groudon,Incineroar,Charizard,Gastrodon,Grimmsnarl,Zacian,Groudon,Incineroar,Charizard,Gastrodon East,grimmsnarl
2022,https://www.vgcpedia.com/2022-pokemon-world-championships/ ,Table 2,Masters,8,Naoto Mizobuchi 🇯🇵,,5-2,,,Groudon,Lunala,Incineroar,Charizard,Gastrodon,Grimmsnarl,Groudon swsh,Lunala swsh,Incineroar SwSh,Charizard swsh,Gastrodon East SwSh,grimmsnarl swsh
2023,https://victoryroadvgc.com/2023-worlds/,Table 2,Masters,1,Shohei Kimura(ナンス),JPN,5-2,"$10,000 + 2024 Worlds",,Flutter Mane,Urshifu,Amoonguss,Iron Hands,Chien-Pao,Landorus,Flutter Mane,Urshifu Rapid,Amoonguss,Iron Hands,Chien Pao,Landorus Therian
2023,https://victoryroadvgc.com/2023-worlds/,Table 2,Masters,2,Michael Kelsch(Michi),DEU,6-1,"$7,500 + 2024 Worlds",,Dragapult,Urshifu,Rillaboom,Heatran,Chien-Pao,Farigiraf,Dragapult,Urshifu Rapid,Rillaboom,Heatran,Chien Pao,Farigiraf
2023,https://victoryroadvgc.com/2023-worlds/,Table 2,Masters,3,Mao Harada(シズ),JPN,5-2,"$5,000 + 2024 Worlds",,Flutter Mane,Urshifu,Amoonguss,Iron Hands,Chien-Pao,Landorus,Flutter Mane,Urshifu Rapid,Amoonguss,Iron Hands,Chien Pao,Landorus Therian
2023,https://victoryroadvgc.com/2023-worlds/,Table 2,Masters,4,Federico Camporesi(FedeCampoVGC),ITA,5-2,"$5,000 + 2024 Worlds",,Flutter Mane,Urshifu,Dragonite,Iron Hands,Cresselia,Ursaluna,Flutter Mane,Urshifu Single,Dragonite,Iron Hands,Cresselia,Ursaluna
2023,https://victoryroadvgc.com/2023-worlds/,Table 2,Masters,5,Abdullah Mohayyuddin(sempra),CAN,5-2,"$3,000",,Gholdengo,Urshifu,Amoonguss,Iron Hands,Chien-Pao,Pelipper,Gholdengo,Urshifu Rapid,Amoonguss,Iron Hands,Chien Pao,Pelipper
2023,https://victoryroadvgc.com/2023-worlds/,Table 2,Masters,6,Víctor Medina(Torviv),ESP,5-2,"$3,000",,Flutter Mane,Urshifu,Rillaboom,Heatran,Chien-Pao,Tornadus,Flutter Mane,Urshifu Rapid,Rillaboom,Heatran,Chien Pao,Tornadus Incarnate
2023,https://victoryroadvgc.com/2023-worlds/,Table 2,Masters,7,Nikolaj Høj Nielsen(Nikolaj_H),DNK,5-2,"$3,000",,Flutter Mane,Urshifu,Dragonite,Iron Hands,Cresselia,Ursaluna,Flutter Mane,Urshifu Single,Dragonite,Iron Hands,Cresselia,Ursaluna
2023,https://victoryroadvgc.com/2023-worlds/,Table 2,Masters,8,Mattie Morgan(Mattie),IRL,5-2,"$3,000",,Flutter Mane,Urshifu,Rillaboom,Gholdengo,Landorus,Tornadus,Flutter Mane,Urshifu Rapid,Rillaboom,Gholdengo,Landorus Therian,Tornadus Incarnate
2023,https://victoryroadvgc.com/2023-worlds/,Table 4,Senior,1,Tomoya O.,JPN,6-1,"$10,000 + 2024 Worlds",,Sylveon,Urshifu,Rillaboom,Arcanine,Gastrodon,Zapdos,Sylveon,Urshifu Single,Rillaboom,Arcanine Hisui,Gastrodon East,Zapdos
2023,https://victoryroadvgc.com/2023-worlds/,Table 4,Senior,2,Robbie S.,NLD,5-2,"$7,500 + 2024 Worlds",,Flutter Mane,Urshifu,Amoonguss,Heatran,Tornadus,Landorus,Flutter Mane,Urshifu Rapid,Amoonguss,Heatran,Tornadus Incarnate,Landorus Therian
2023,https://victoryroadvgc.com/2023-worlds/,Table 4,Senior,3,Yuta O.,JPN,5-2,"$5,000 + 2024 Worlds",,Gholdengo,Urshifu,Rillaboom,Mimikyu,Tornadus,Regidrago,Gholdengo,Urshifu Rapid,Rillaboom,Mimikyu,Tornadus Incarnate,Regidrago
2023,https://victoryroadvgc.com/2023-worlds/,Table 4,Senior,4,Yuta K.,JPN,5-2,"$5,000 + 2024 Worlds",,Flutter Mane,Urshifu,Rillaboom,Heatran,Tornadus,Landorus,Flutter Mane,Urshifu Single,Rillaboom,Heatran,Tornadus Incarnate,Landorus Therian
2023,https://victoryroadvgc.com/2023-worlds/,Table 4,Senior,5,Sali R.,ITA,6-1,"$3,000",,Flutter Mane,Urshifu,Chi-Yu,Iron Hands,Tornadus,Landorus,Flutter Mane,Urshifu Single,Chi Yu,Iron Hands,Tornadus Incarnate,Landorus Therian
2023,https://victoryroadvgc.com/2023-worlds/,Table 4,Senior,6,Tomoya Z.,JPN,5-2,"$3,000",,Flutter Mane,Urshifu,Rillaboom,Arcanine,Tornadus,Chien-Pao,Flutter Mane,Urshifu Rapid,Rillaboom,Arcanine Hisui,Tornadus Incarnate,Chien Pao
2023,https://victoryroadvgc.com/2023-worlds/,Table 4,Senior,7,Aidan P.,USA,5-2,"$3,000",,Thundurus,Urshifu,Scizor,Dragonite,Talonflame,Chien-Pao,Thundurus Incarnate,Urshifu Rapid,Scizor,Dragonite,Talonflame,Chien Pao
2023,https://victoryroadvgc.com/2023-worlds/,Table 4,Senior,8,Teddy F.,GBR,5-2,"$3,000",,Gholdengo,Urshifu,Rillaboom,Farigiraf,Tornadus,Regidrago,Gholdengo,Urshifu Rapid,Rillaboom,Farigiraf,Tornadus Incarnate,Regidrago
2023,https://victoryroadvgc.com/2023-worlds/,Table 5,Junior,1,Sora E.,JPN,5-2,"$10,000 + 2024 Worlds",,Flutter Mane,Urshifu,Amoonguss,Heatran,Dragonite,Tornadus,Flutter Mane,Urshifu Single,Amoonguss,Heatran,Dragonite,Tornadus Incarnate
2023,https://victoryroadvgc.com/2023-worlds/,Table 5,Junior,2,Kohei U.,JPN,5-2,"$7,500 + 2024 Worlds",,Flutter Mane,Urshifu,Amoonguss,Iron Hands,Chien-Pao,Tornadus,Flutter Mane,Urshifu Rapid,Amoonguss,Iron Hands,Chien Pao,Tornadus Incarnate
2023,https://victoryroadvgc.com/2023-worlds/,Table 5,Junior,3,Pietro N. K.,ITA,5-2,"$5,000 + 2024 Worlds",,Gholdengo,Urshifu,Rillaboom,Mimikyu,Regidrago,Tornadus,Gholdengo,Urshifu Rapid,Rillaboom,Mimikyu,Regidrago,Tornadus Incarnate
2023,https://victoryroadvgc.com/2023-worlds/,Table 5,Junior,4,Wataru K.,JPN,5-2,"$5,000 + 2024 Worlds",,Tornadus,Urshifu,Scizor,Iron Hands,Cresselia,Ursaluna,Tornadus Incarnate,Urshifu Single,Scizor,Iron Hands,Cresselia,Ursaluna
2023,https://victoryroadvgc.com/2023-worlds/,Table 5,Junior,5,Shunsei K.,JPN,6-1,"$3,000",,Flutter Mane,Iron Bundle,Amoonguss,Iron Hands,Cresselia,Ursaluna,Flutter Mane,Iron Bundle,Amoonguss,Iron Hands,Cresselia,Ursaluna
2023,https://victoryroadvgc.com/2023-worlds/,Table 5,Junior,6,Minato K.,JPN,5-2,"$3,000",,Tornadus,Urshifu,Heatran,Iron Hands,Cresselia,Ursaluna,Tornadus Incarnate,Urshifu Single,Heatran,Iron Hands,Cresselia,Ursaluna
2023,https://victoryroadvgc.com/2023-worlds/,Table 5,Junior,7,Kanata S.,JPN,5-2,"$3,000",,Flutter Mane,Scream Tail,Glimmora,Ditto,Tatsugiri,Dondozo,Flutter Mane,Scream Tail,Glimmora,Ditto,Tatsugiri Curly,Dondozo
2023,https://victoryroadvgc.com/2023-worlds/,Table 5,Junior,8,Leland S.,USA,5-2,"$3,000",,Flutter Mane,Urshifu,Rillaboom,Heatran,Gholdengo,Tornadus,Flutter Mane,Urshifu Rapid,Rillaboom,Heatran,Gholdengo,Tornadus Incarnate
